1.31e+03,-3.15e+00,-2.15e+00,-2.15e+00,7.50e+01,6.50e+02
1.34e+03,-2.92e+00,-2.15e+00,-2.15e+00,7.50e+01,6.50e+02
1.38e+03,-2.84e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.41e+03,-2.95e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.44e+03,-2.90e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.47e+03,-2.88e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.50e+03,-3.08e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.54e+03,-3.13e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.57e+03,-3.02e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.60e+03,-2.99e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.63e+03,-3.11e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.66e+03,-2.88e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.70e+03,-2.84e+00,-2.04e+00,-2.04e+00,7.50e+01,6.50e+02
1.73e+03,-2.81e+00,-1.96e+00,-1.96e+00,7.50e+01,6.50e+02
1.76e+03,-2.84e+00,-1.96e+00,-1.96e+00,7.50e+01,6.50e+02
1.79e+03,-2.82e+00,-1.78e+00,-1.78e+00,7.50e+01,6.50e+02
1.82e+03,-2.89e+00,-1.78e+00,-1.78e+00,7.50e+01,6.50e+02
1.86e+03,-2.85e+00,-1.78e+00,-1.78e+00,7.50e+01,6.50e+02
1.89e+03,-2.90e+00,-1.78e+00,-1.78e+00,7.50e+01,6.50e+02
1.92e+03,-2.69e+00,-1.78e+00,-1.78e+00,7.50e+01,6.50e+02
1.95e+03,-2.47e+00,-1.78e+00,-1.78e+00,7.50e+01,6.50e+02
1.98e+03,-2.64e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.02e+03,-2.79e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.05e+03,-2.84e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.08e+03,-2.83e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.11e+03,-2.89e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.14e+03,-2.72e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.18e+03,-2.62e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.21e+03,-2.79e+00,-1.73e+00,-1.73e+00,7.60e+01,6.51e+02
2.24e+03,-2.55e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.27e+03,-2.59e+00,-1.73e+00,-1.73e+00,7.55e+01,6.50e+02
2.30e+03,-2.61e+00,-1.73e+00,-1.73e+00,7.60e+01,6.51e+02
2.34e+03,-2.64e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.37e+03,-2.48e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.40e+03,-2.58e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.43e+03,-2.62e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.46e+03,-2.44e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.50e+03,-2.65e+00,-1.73e+00,-1.73e+00,7.50e+01,6.50e+02
2.53e+03,-2.45e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.56e+03,-2.49e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.59e+03,-2.49e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.62e+03,-2.29e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.66e+03,-2.18e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.69e+03,-2.27e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.72e+03,-2.33e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.75e+03,-2.24e+00,-1.57e+00,-1.57e+00,7.50e+01,6.50e+02
2.78e+03,-2.13e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
2.82e+03,-2.13e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
2.85e+03,-2.32e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
2.88e+03,-2.29e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
2.91e+03,-2.29e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
2.94e+03,-2.28e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
2.98e+03,-2.21e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
3.01e+03,-2.32e+00,-1.31e+00,-1.31e+00,7.50e+01,6.50e+02
3.04e+03,-2.08e+00,-1.24e+00,-1.24e+00,7.50e+01,6.50e+02
3.07e+03,-1.93e+00,-1.24e+00,-1.24e+00,7.50e+01,6.50e+02
3.10e+03,-1.81e+00,-1.24e+00,-1.24e+00,7.50e+01,6.50e+02
3.14e+03,-1.86e+00,-1.24e+00,-1.24e+00,7.50e+01,6.50e+02
3.17e+03,-1.97e+00,-1.24e+00,-1.24e+00,7.50e+01,6.50e+02
3.20e+03,-2.04e+00,-1.24e+00,-1.24e+00,7.50e+01,6.50e+02
3.23e+03,-2.04e+00,-1.24e+00,-1.24e+00,7.50e+01,6.50e+02
